Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Steps,Min Temp,Best Lap Time,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Year,Month,Month_Name,Year_Month,Time_of_the_day,Day_of_Week,is_weekend,date_diff,Streak,Hour
Running,2022-02-11 07:11:48,RUN / WALK - ATG,4.52,353.0,0 days 00:30:01,128.0,148.0,2.2,6:39,4:56,52.0,52.0,0.95,4704.0,12.0,00:04:02.7,23.0,,,,00:29:59,00:30:01,42.0,79.0,2022,2,February,2022-02,07:11,Friday,False,1.0,84,7
Running,2022-02-12 11:04:48,RUN - 5K - ATG,5.0,414.0,0 days 00:30:12,138.0,160.0,2.5,6:03,4:46,48.0,54.0,0.99,5078.0,20.0,00:05:28.4,25.0,,,,00:30:07,00:30:35,45.0,79.0,2022,2,February,2022-02,11:04,Saturday,True,1.0,84,11
Running,2022-02-13 20:43:27,RUN / WALK - ATG,5.73,472.0,0 days 00:40:05,129.0,155.0,2.5,6:59,4:44,63.0,60.0,0.93,6130.0,16.0,00:05:40.1,27.0,,,,00:40:02,00:40:05,48.0,82.0,2022,2,February,2022-02,20:43,Sunday,True,1.0,84,20
Running,2022-02-14 20:31:58,RUN - 30 MIN - ATG,4.92,471.0,0 days 00:30:00,162.0,185.0,3.1,6:06,5:17,54.0,58.0,0.95,5192.0,13.0,00:05:08.3,25.0,,,,00:29:53,00:30:14,44.0,77.0,2022,2,February,2022-02,20:31,Monday,False,1.0,84,20
Running,2022-02-15 07:27:17,FREE RUN - ATG,5.36,451.0,0 days 00:33:24,138.0,159.0,2.3,6:14,5:33,61.0,69.0,0.93,5770.0,12.0,00:02:20.1,25.0,,,,00:33:17,00:33:45,40.0,81.0,2022,2,February,2022-02,07:27,Tuesday,False,1.0,84,7
Running,2022-02-16 07:12:10,FREE RUN - ATG,5.63,485.0,0 days 00:33:25,142.0,165.0,2.7,5:56,4:58,62.0,66.0,0.97,5794.0,15.0,00:03:44.2,25.0,,,,00:33:15,00:33:42,41.0,80.0,2022,2,February,2022-02,07:12,Wednesday,False,1.0,84,7
Running,2022-02-17 07:16:59,FREE RUN,5.57,449.0,0 days 00:35:43,128.0,143.0,2.2,6:24,5:18,60.0,41.0,0.93,5976.0,16.0,00:04:06.2,25.0,,,,00:35:40,00:35:49,44.0,81.0,2022,2,February,2022-02,07:16,Thursday,False,1.0,84,7
Running,2022-02-18 07:16:40,FREE RUN,5.35,420.0,0 days 00:32:43,127.0,141.0,2.2,6:07,5:29,55.0,57.0,0.95,5634.0,16.0,00:02:07.8,25.0,,,,00:32:27,00:32:43,43.0,76.0,2022,2,February,2022-02,07:16,Friday,False,1.0,84,7
Running,2022-02-19 10:42:45,RUN - 30 MIN,4.8,383.0,0 days 00:30:00,131.0,142.0,2.2,6:15,5:31,50.0,61.0,0.94,5130.0,21.0,00:05:01.4,27.0,,,,00:30:00,00:30:00,38.0,81.0,2022,2,February,2022-02,10:42,Saturday,True,1.0,84,10
Running,2022-02-20 10:57:07,FREE RUN,6.72,549.0,0 days 00:36:50,143.0,157.0,3.0,5:29,4:28,71.0,73.0,1.04,6464.0,20.0,00:03:57.9,25.0,,,,00:36:48,00:37:08,44.0,81.0,2022,2,February,2022-02,10:57,Sunday,True,1.0,84,10
Running,2022-02-21 20:52:34,FREE RUN,6.77,533.0,0 days 00:36:13,144.0,160.0,2.9,5:21,4:41,65.0,62.0,1.08,6232.0,17.0,00:04:04.9,26.0,,,,00:36:11,00:36:13,47.0,80.0,2022,2,February,2022-02,20:52,Monday,False,1.0,84,20
Running,2022-02-22 17:50:01,RUN - 30 MIN,5.29,423.0,0 days 00:30:00,140.0,159.0,2.6,5:40,4:58,66.0,66.0,1.02,5174.0,13.0,00:01:39.0,25.0,,,,00:29:52,00:30:03,42.0,80.0,2022,2,February,2022-02,17:50,Tuesday,False,1.0,84,17
Running,2022-02-23 06:53:00,FREE RUN,7.37,566.0,0 days 00:43:38,130.0,142.0,2.5,5:55,4:59,74.0,77.0,0.99,7488.0,14.0,00:01:55.0,25.0,,,,00:43:22,00:44:11,45.0,77.0,2022,2,February,2022-02,06:53,Wednesday,False,1.0,84,6
Running,2022-02-24 07:13:08,FREE RUN,7.21,574.0,0 days 00:40:37,142.0,155.0,2.9,5:38,4:59,81.0,81.0,1.02,7074.0,12.0,00:01:06.6,23.0,,,,00:40:29,00:40:56,44.0,78.0,2022,2,February,2022-02,07:13,Thursday,False,1.0,84,7
Running,2022-02-25 17:54:37,FREE RUN,7.47,566.0,0 days 00:41:06,135.0,157.0,2.8,5:30,4:41,71.0,74.0,1.06,7042.0,16.0,00:02:41.5,26.0,,,,00:41:03,00:41:06,45.0,80.0,2022,2,February,2022-02,17:54,Friday,False,1.0,84,17
Running,2022-02-26 10:38:41,FREE RUN,8.65,673.0,0 days 00:49:05,137.0,150.0,2.9,5:41,4:49,91.0,71.0,1.02,8498.0,20.0,00:03:43.6,27.0,,,,00:48:46,00:49:05,46.0,82.0,2022,2,February,2022-02,10:38,Saturday,True,1.0,84,10
Running,2022-02-27 11:37:45,FREE RUN,8.0,627.0,0 days 00:41:55,142.0,164.0,3.2,5:14,3:57,108.0,106.0,1.10,7298.0,10.0,00:00:00.6,27.0,,,,00:41:38,00:43:33,40.0,82.0,2022,2,February,2022-02,11:37,Sunday,True,1.0,84,11
Running,2022-02-28 18:35:50,FREE RUN,9.05,710.0,0 days 00:52:35,136.0,155.0,2.9,5:49,4:49,98.0,102.0,1.01,8944.0,14.0,00:00:16.0,27.0,,,,00:52:32,00:52:48,45.0,87.0,2022,2,February,2022-02,18:35,Monday,False,1.0,84,18
Running,2022-03-01 06:58:00,FREE RUN,6.89,542.0,0 days 00:40:17,134.0,153.0,2.6,5:51,4:50,74.0,76.0,0.99,6978.0,12.0,00:04:35.2,23.0,,,,00:40:16,00:40:17,44.0,81.0,2022,3,March,2022-03,06:58,Tuesday,False,1.0,84,6
Running,2022-03-02 18:54:20,FREE RUN,7.79,632.0,0 days 00:40:45,148.0,172.0,3.3,5:14,3:54,98.0,91.0,1.10,7100.0,12.0,00:04:01.6,27.0,,,,00:40:25,00:41:26,42.0,88.0,2022,3,March,2022-03,18:54,Wednesday,False,1.0,84,18
Running,2022-03-03 18:29:32,FREE RUN,7.4,557.0,0 days 00:42:47,126.0,141.0,2.5,5:47,5:06,79.0,79.0,1.01,7342.0,12.0,00:02:23.3,25.0,,,,00:42:41,00:43:39,46.0,82.0,2022,3,March,2022-03,18:29,Thursday,False,1.0,84,18
Running,2022-03-04 19:52:23,FREE RUN,8.78,678.0,0 days 00:48:02,138.0,162.0,3.0,5:28,4:40,94.0,94.0,1.05,8316.0,15.0,00:04:07.4,25.0,,,,00:47:54,00:48:16,46.0,80.0,2022,3,March,2022-03,19:52,Friday,False,1.0,84,19
Running,2022-03-05 06:32:42,FREE RUN,5.0,407.0,0 days 00:27:44,138.0,152.0,2.7,5:33,4:54,72.0,61.0,1.01,4936.0,13.0,00:05:15.1,29.0,,,,00:27:42,00:27:44,42.0,87.0,2022,3,March,2022-03,06:32,Saturday,True,1.0,84,6
Running,2022-03-07 07:17:34,TRAIL RUN - P. A. ATHANASIOS,4.22,412.0,0 days 00:30:01,144.0,172.0,2.6,7:07,5:20,148.0,123.0,0.88,4860.0,8.0,00:01:53.6,25.0,,,,00:29:08,00:30:46,1176.0,1255.0,2022,3,March,2022-03,07:17,Monday,False,2.0,85,7
Running,2022-03-08 18:27:45,FREE RUN,7.09,581.0,0 days 00:41:10,143.0,176.0,2.9,5:49,4:54,85.0,84.0,1.00,7060.0,11.0,00:00:29.4,27.0,,,,00:41:09,00:42:18,40.0,84.0,2022,3,March,2022-03,18:27,Tuesday,False,1.0,85,18
Running,2022-03-09 18:15:41,FREE RUN,7.52,605.0,0 days 00:42:35,144.0,166.0,3.0,5:40,4:46,91.0,86.0,1.02,7382.0,10.0,00:02:49.1,24.0,,,,00:42:30,00:42:47,48.0,85.0,2022,3,March,2022-03,18:15,Wednesday,False,1.0,85,18
Running,2022-03-10 18:19:37,FREE RUN,10.4,809.0,0 days 00:58:16,139.0,166.0,3.1,5:36,5:06,99.0,109.0,1.03,10102.0,9.0,00:02:18.8,23.0,,,,00:57:56,00:59:03,40.0,79.0,2022,3,March,2022-03,18:19,Thursday,False,1.0,85,18
Running,2022-03-11 06:58:26,FREE RUN,7.07,581.0,0 days 00:41:57,139.0,166.0,2.8,5:56,5:10,80.0,77.0,0.97,7258.0,8.0,00:00:25.0,21.0,,,,00:41:47,00:44:35,48.0,84.0,2022,3,March,2022-03,06:58,Friday,False,1.0,85,6
Running,2022-03-12 08:28:48,EASY RUN - 16K,16.16,1531.0,0 days 01:41:43,156.0,184.0,4.2,6:18,5:17,145.0,161.0,0.92,17522.0,11.0,00:00:57.6,21.0,,,,01:41:26,01:42:35,32.0,81.0,2022,3,March,2022-03,08:28,Saturday,True,1.0,85,8
Running,2022-03-13 10:24:20,RUN - 5K,5.0,386.0,0 days 00:28:18,131.0,147.0,2.4,5:40,4:50,55.0,62.0,1.01,4936.0,15.0,00:05:06.1,25.0,,,,00:28:11,00:28:38,39.0,82.0,2022,3,March,2022-03,10:24,Sunday,True,1.0,85,10
Running,2022-03-14 07:18:39,EASY RUN - 8K,8.4,754.0,0 days 00:53:38,144.0,180.0,2.9,6:23,5:10,94.0,83.0,0.91,9210.0,11.0,00:02:29.9,24.0,,,,00:53:37,00:53:38,42.0,84.0,2022,3,March,2022-03,07:18,Monday,False,1.0,85,7
Running,2022-03-16 16:41:19,TEMPO RUN - 10K @ 5:25,13.24,1094.0,0 days 01:14:23,143.0,161.0,3.3,5:37,4:41,132.0,130.0,1.03,12848.0,17.0,00:00:15.2,27.0,,,,01:14:19,01:16:02,42.0,82.0,2022,3,March,2022-03,16:41,Wednesday,False,2.0,86,16
Running,2022-03-18 17:32:38,EASY RUN - 16K,16.0,1547.0,0 days 01:43:56,166.0,189.0,4.0,6:30,4:50,153.0,132.0,0.91,17502.0,10.0,00:00:01.2,26.0,,,,01:43:50,01:43:56,42.0,85.0,2022,3,March,2022-03,17:32,Friday,False,2.0,87,17
Running,2022-03-19 09:32:02,LONG RUN,26.35,2185.0,0 days 02:38:19,148.0,186.0,4.2,6:01,3:49,64.0,80.0,0.97,27124.0,13.0,00:00:13.6,22.0,,,,02:37:57,02:44:48,4.0,25.0,2022,3,March,2022-03,09:32,Saturday,True,1.0,87,9
Running,2022-03-21 17:37:21,EASY RUN - 8K,8.0,609.0,0 days 00:50:09,125.0,142.0,2.4,6:16,5:10,82.0,68.0,0.95,8460.0,15.0,00:00:00.7,26.0,,,,00:49:50,00:51:23,46.0,82.0,2022,3,March,2022-03,17:37,Monday,False,2.0,88,17
Running,2022-03-23 06:54:34,TEMPO RUN - 10K @ 5:22,13.27,1056.0,0 days 01:13:39,147.0,173.0,3.5,5:33,4:49,140.0,142.0,1.04,12738.0,13.0,00:00:02.2,24.0,,,,01:13:34,01:13:39,40.0,82.0,2022,3,March,2022-03,06:54,Wednesday,False,2.0,89,6
Running,2022-03-25 15:09:26,EASY RUN - 16K,16.01,1261.0,0 days 01:41:42,126.0,143.0,3.2,6:21,5:03,178.0,152.0,0.92,17448.0,26.0,00:00:02.0,29.0,,,,01:41:33,01:42:33,47.0,86.0,2022,3,March,2022-03,15:09,Friday,False,2.0,90,15
Running,2022-03-26 08:39:22,LONG RUN,30.0,2337.0,0 days 02:37:42,152.0,171.0,4.9,5:15,4:32,73.0,83.0,1.08,27682.0,18.0,00:00:15.3,28.0,,,,02:37:26,02:45:12,5.0,38.0,2022,3,March,2022-03,08:39,Saturday,True,1.0,90,8
Running,2022-03-29 07:16:02,MARATHON PACE - SHORT RUN,6.84,546.0,0 days 00:35:54,144.0,164.0,3.2,5:15,4:40,76.0,56.0,1.09,6268.0,14.0,00:04:05.9,23.0,,,,00:35:50,00:35:54,43.0,80.0,2022,3,March,2022-03,07:16,Tuesday,False,3.0,91,7
Running,2022-03-31 07:09:59,TEMPO RUN - 3.2K,6.64,519.0,0 days 00:38:06,137.0,159.0,2.8,5:44,4:45,69.0,67.0,1.01,6534.0,18.0,00:01:01.1,25.0,,,,00:38:03,00:38:06,46.0,79.0,2022,3,March,2022-03,07:09,Thursday,False,2.0,92,7
Running,2022-04-02 09:08:24,EASY RUN - 5K,5.0,388.0,0 days 00:30:52,131.0,149.0,2.3,6:10,4:59,58.0,63.0,0.95,5236.0,22.0,00:05:53.4,29.0,,,,00:30:50,00:31:10,35.0,77.0,2022,4,April,2022-04,09:08,Saturday,True,2.0,93,9
Running,2022-04-03 09:31:50,LONG RUN,17.45,1350.0,0 days 01:32:26,147.0,168.0,3.9,5:18,4:16,166.0,161.0,1.08,16092.0,19.0,00:00:01.0,28.0,,,,01:32:17,01:32:26,48.0,81.0,2022,4,April,2022-04,09:31,Sunday,True,1.0,93,9
Running,2022-04-05 18:36:52,TEMPO RUN - 5K,5.0,384.0,0 days 00:24:47,145.0,170.0,3.0,4:57,4:19,46.0,36.0,1.16,4308.0,18.0,00:04:51.4,25.0,,,,00:24:37,00:27:11,64.0,81.0,2022,4,April,2022-04,18:36,Tuesday,False,2.0,94,18
Running,2022-04-07 07:16:21,EASY RUN - 5K,5.0,384.0,0 days 00:31:40,124.0,147.0,2.1,6:20,5:28,57.0,61.0,0.93,5386.0,16.0,00:06:10.2,24.0,,,,00:31:38,00:31:40,43.0,81.0,2022,4,April,2022-04,07:16,Thursday,False,2.0,95,7
Running,2022-04-09 08:35:06,EASY RUN,3.51,260.0,0 days 00:21:54,117.0,140.0,1.8,6:15,5:27,29.0,41.0,0.94,3728.0,20.0,00:03:07.9,25.0,,,,00:21:54,00:21:54,46.0,77.0,2022,4,April,2022-04,08:35,Saturday,True,2.0,96,8
Running,2022-04-10 08:00:46,16th ATG MARATHON - RACE,42.47,3352.0,0 days 03:43:22,164.0,193.0,5.0,5:16,4:10,116.0,156.0,1.09,38984.0,18.0,00:04:27.2,32.0,,,,03:41:18,03:43:22,2.0,50.0,2022,4,April,2022-04,08:00,Sunday,True,1.0,96,8
Running,2022-04-17 19:27:08,EASY RUN - 5K,5.0,382.0,0 days 00:29:03,134.0,149.0,2.4,5:48,5:16,57.0,54.0,1.00,4988.0,15.0,00:00:00.7,24.0,,,,00:28:56,00:35:28,46.0,80.0,2022,4,April,2022-04,19:27,Sunday,True,7.0,97,19
Running,2022-04-19 06:58:18,EASY RUN,7.07,568.0,0 days 00:40:30,141.0,159.0,3.0,5:44,4:59,78.0,75.0,1.01,6988.0,12.0,00:00:30.0,23.0,,,,00:40:26,00:40:30,46.0,81.0,2022,4,April,2022-04,06:58,Tuesday,False,2.0,98,6
Running,2022-04-21 08:50:56,EASY RUN,7.16,577.0,0 days 00:39:07,149.0,173.0,3.2,5:28,4:48,66.0,70.0,1.06,6754.0,16.0,00:00:51.3,23.0,,,,00:39:05,00:39:07,42.0,76.0,2022,4,April,2022-04,08:50,Thursday,False,2.0,99,8
Running,2022-04-24 11:32:10,FREE RUN - 10K,10.0,822.0,0 days 00:53:00,153.0,171.0,3.8,5:18,3:59,158.0,162.0,1.07,9348.0,23.0,00:04:47.6,30.0,,,,00:52:39,00:54:27,6.0,58.0,2022,4,April,2022-04,11:32,Sunday,True,3.0,100,11
Running,2022-04-26 07:17:19,FREE RUN,7.19,548.0,0 days 00:37:35,143.0,157.0,3.1,5:14,4:37,79.0,75.0,1.10,6576.0,21.0,00:00:58.2,26.0,,,,00:37:09,00:39:14,46.0,81.0,2022,4,April,2022-04,07:17,Tuesday,False,2.0,101,7
Running,2022-04-28 06:56:12,FREE RUN,7.8,602.0,0 days 00:42:25,140.0,155.0,3.0,5:26,4:38,80.0,85.0,1.05,7438.0,19.0,00:04:16.9,26.0,,,,00:42:21,00:42:25,44.0,80.0,2022,4,April,2022-04,06:56,Thursday,False,2.0,102,6
Running,2022-04-30 11:03:20,EASY RUN,9.52,752.0,0 days 00:54:06,142.0,164.0,3.2,5:41,4:34,89.0,86.0,1.03,9246.0,24.0,00:03:06.6,28.0,,,,00:54:04,00:54:09,45.0,79.0,2022,4,April,2022-04,11:03,Saturday,True,2.0,103,11
Trail Running,2022-05-02 09:55:04,TRAIL RUN - SEIH SOU,10.0,882.0,0 days 01:07:16,144.0,162.0,3.2,6:44,3:26,378.0,394.0,0.97,10462.0,22.0,00:05:30.7,27.0,,,,01:06:31,01:07:16,125.0,296.0,2022,5,May,2022-05,09:55,Monday,False,2.0,104,9
Running,2022-05-04 10:54:50,RUN - 5K,5.0,392.0,0 days 00:25:23,150.0,169.0,3.1,5:05,4:15,56.0,61.0,1.11,4488.0,22.0,00:04:42.5,28.0,,,,00:25:12,00:26:27,42.0,79.0,2022,5,May,2022-05,10:54,Wednesday,False,2.0,105,10
Running,2022-05-06 09:46:39,EASY RUN,3.3,242.0,0 days 00:21:10,119.0,132.0,1.8,6:25,5:34,36.0,35.0,0.92,3598.0,23.0,00:01:58.8,28.0,,,,00:21:03,00:21:46,45.0,76.0,2022,5,May,2022-05,09:46,Friday,False,2.0,106,9
Running,2022-05-07 13:00:05,5th THEAGENIOS THASOS - RACE,18.95,1511.0,0 days 01:27:11,170.0,191.0,5.0,4:36,3:37,269.0,211.0,1.20,15752.0,24.0,00:03:56.8,32.0,,,,01:26:57,01:27:11,4.0,78.0,2022,5,May,2022-05,13:00,Saturday,True,1.0,106,13
Running,2022-05-09 12:40:14,EASY RUN,7.57,596.0,0 days 00:46:50,131.0,148.0,2.6,6:11,5:18,86.0,73.0,0.93,8134.0,29.0,00:03:31.0,31.0,,,,00:46:46,00:46:50,41.0,83.0,2022,5,May,2022-05,12:40,Monday,False,2.0,107,12
Running,2022-05-12 07:49:26,EASY RUN - 5K,5.0,375.0,0 days 00:31:14,117.0,128.0,2.1,6:15,5:47,5.0,5.0,0.92,5408.0,23.0,00:00:00.7,30.0,,,,00:31:12,00:31:14,18.0,23.0,2022,5,May,2022-05,07:49,Thursday,False,3.0,108,7
Running,2022-05-14 09:22:19,FREE RUN,5.68,439.0,0 days 00:32:05,131.0,152.0,2.7,5:39,5:05,46.0,49.0,1.03,5510.0,26.0,00:04:03.0,31.0,,,,00:32:04,00:32:05,9.0,25.0,2022,5,May,2022-05,09:22,Saturday,True,2.0,109,9
Running,2022-05-15 09:12:33,EASY RUN - 5K,5.0,395.0,0 days 00:30:58,131.0,153.0,2.4,6:11,4:58,34.0,25.0,0.97,5238.0,27.0,00:00:01.1,31.0,,,,00:30:48,00:34:18,-2.0,13.0,2022,5,May,2022-05,09:12,Sunday,True,1.0,109,9
Running,2022-05-18 13:20:40,RUN - 10K,10.0,861.0,0 days 00:52:30,159.0,179.0,3.8,5:15,4:15,117.0,114.0,1.08,9222.0,31.0,00:05:00.1,34.0,,,,00:52:21,00:52:30,46.0,82.0,2022,5,May,2022-05,13:20,Wednesday,False,3.0,110,13
Running,2022-05-20 14:03:51,FREE RUN,7.23,605.0,0 days 00:40:26,150.0,164.0,3.1,5:36,4:49,73.0,68.0,1.05,6884.0,30.0,00:01:12.5,33.0,,,,00:40:23,00:40:26,47.0,83.0,2022,5,May,2022-05,14:03,Friday,False,2.0,111,14
Running,2022-05-23 12:04:35,EASY RUN - 365,6.49,543.0,0 days 00:36:50,144.0,156.0,3.0,5:40,4:59,60.0,56.0,1.02,6376.0,33.0,00:03:00.0,35.0,,,,00:36:48,00:37:41,64.0,78.0,2022,5,May,2022-05,12:04,Monday,False,3.0,112,12
Running,2022-05-25 12:40:45,RUN - 10K,10.0,822.0,0 days 00:53:22,151.0,179.0,3.7,5:20,4:02,101.0,100.0,1.07,9310.0,31.0,00:00:07.8,33.0,,,,00:53:09,00:54:44,45.0,80.0,2022,5,May,2022-05,12:40,Wednesday,False,2.0,113,12
Running,2022-05-27 12:27:03,EASY RUN - 5K,5.0,420.0,0 days 00:28:57,145.0,162.0,2.8,5:47,5:01,58.0,60.0,1.00,5000.0,33.0,00:05:37.1,34.0,,,,00:28:49,00:29:18,34.0,77.0,2022,5,May,2022-05,12:27,Friday,False,2.0,114,12
Running,2022-05-29 11:49:22,FREE RUN,5.32,435.0,0 days 00:28:17,144.0,160.0,3.1,5:19,3:52,97.0,91.0,1.09,4918.0,31.0,00:01:31.4,33.0,,,,00:27:56,00:29:05,5.0,30.0,2022,5,May,2022-05,11:49,Sunday,True,2.0,115,11
Running,2022-05-31 20:52:29,FREE RUN,7.16,554.0,0 days 00:38:41,136.0,151.0,3.0,5:24,4:39,82.0,71.0,1.06,6758.0,28.0,00:00:54.0,32.0,,,,00:38:37,00:39:10,42.0,82.0,2022,5,May,2022-05,20:52,Tuesday,False,2.0,116,20
Running,2022-06-02 21:02:08,FREE RUN,7.33,586.0,0 days 00:38:04,147.0,159.0,3.3,5:12,4:20,73.0,67.0,1.11,6602.0,29.0,00:01:49.0,32.0,,,,00:37:55,00:39:49,42.0,79.0,2022,6,June,2022-06,21:02,Thursday,False,2.0,117,21
Running,2022-06-05 11:36:28,FREE RUN,12.1,1010.0,0 days 01:06:12,161.0,183.0,4.2,5:28,4:28,25.0,21.0,1.08,11196.0,32.0,00:00:30.1,38.0,,,,01:06:03,01:07:41,6.0,13.0,2022,6,June,2022-06,11:36,Sunday,True,3.0,118,11
Running,2022-06-07 17:11:26,FREE RUN,7.7,628.0,0 days 00:40:15,158.0,174.0,3.6,5:14,4:25,94.0,85.0,1.11,6914.0,31.0,00:03:29.9,35.0,,,,00:40:06,00:40:15,42.0,83.0,2022,6,June,2022-06,17:11,Tuesday,False,2.0,119,17
Running,2022-06-08 21:34:44,SPRINTS 9x100/150m,6.99,528.0,0 days 00:40:22,140.0,158.0,3.0,5:46,2:41,68.0,83.0,1.03,6732.0,25.0,00:00:19.0,31.0,,,,00:40:15,00:41:18,41.0,83.0,2022,6,June,2022-06,21:34,Wednesday,False,1.0,119,21
Running,2022-06-11 08:49:56,EASY RUN - 5K,5.0,386.0,0 days 00:30:45,128.0,146.0,2.4,6:09,5:10,66.0,50.0,0.97,5154.0,24.0,00:05:58.8,29.0,,,,00:30:45,00:31:15,40.0,82.0,2022,6,June,2022-06,08:49,Saturday,True,3.0,120,8
Running,2022-06-12 11:23:40,TRAIL RUN - THASOS,13.56,1280.0,0 days 01:34:10,154.0,172.0,3.9,6:57,4:48,363.0,365.0,0.93,15316.0,25.0,00:03:36.6,29.0,,,,01:33:13,01:36:30,-4.0,27.0,2022,6,June,2022-06,11:23,Sunday,True,1.0,120,11
Running,2022-06-14 17:57:28,EASY RUN,7.15,541.0,0 days 00:40:47,137.0,151.0,2.8,5:42,4:48,74.0,68.0,1.02,7044.0,28.0,00:00:56.4,31.0,,,,00:40:44,00:40:47,48.0,82.0,2022,6,June,2022-06,17:57,Tuesday,False,2.0,121,17
Running,2022-06-15 13:59:39,SPRINTS 9x100/150m,8.0,618.0,0 days 00:47:57,146.0,171.0,3.0,5:59,1:51,102.0,74.0,1.03,7922.0,30.0,00:00:16.5,36.0,,,,00:47:48,00:48:14,40.0,78.0,2022,6,June,2022-06,13:59,Wednesday,False,1.0,121,13
Running,2022-06-17 17:53:16,EASY RUN - 10K,10.0,792.0,0 days 00:56:28,147.0,163.0,3.4,5:39,4:47,104.0,95.0,1.02,9760.0,30.0,00:00:00.3,33.0,,,,00:56:19,00:56:28,43.0,78.0,2022,6,June,2022-06,17:53,Friday,False,2.0,122,17
Trail Running,2022-06-19 09:30:02,TRAIL RUN - SEIH SOU,16.04,1428.0,0 days 01:37:36,159.0,176.0,4.6,6:05,3:06,525.0,540.0,1.04,15274.0,28.0,00:00:13.0,33.0,,,,01:37:13,01:41:01,162.0,423.0,2022,6,June,2022-06,09:30,Sunday,True,2.0,123,9
Running,2022-06-21 16:09:35,EASY RUN,5.37,427.0,0 days 00:32:25,143.0,157.0,2.6,6:02,5:08,69.0,63.0,0.97,5514.0,30.0,00:02:19.4,39.0,,,,00:32:23,00:32:25,40.0,77.0,2022,6,June,2022-06,16:09,Tuesday,False,2.0,124,16
Running,2022-06-22 08:24:19,SPRINTS 9x100/150m,6.14,436.0,0 days 00:36:31,133.0,156.0,2.6,5:57,1:55,6.0,9.0,0.98,5946.0,29.0,00:00:16.2,32.0,,,,00:36:03,00:37:20,-3.0,5.0,2022,6,June,2022-06,08:24,Wednesday,False,1.0,124,8
Running,2022-06-24 07:51:48,EASY RUN - 5K,5.0,367.0,0 days 00:30:50,125.0,141.0,2.2,6:10,5:07,64.0,61.0,0.95,5240.0,27.0,00:05:51.4,30.0,,,,00:30:42,00:31:02,42.0,81.0,2022,6,June,2022-06,07:51,Friday,False,2.0,125,7
Running,2022-06-26 19:17:34,EASY RUN - 5K,5.0,375.0,0 days 00:30:03,133.0,149.0,2.4,6:01,5:14,59.0,58.0,0.98,5114.0,31.0,00:05:49.2,32.0,,,,00:29:42,00:30:11,41.0,79.0,2022,6,June,2022-06,19:17,Sunday,True,2.0,126,19
Running,2022-06-28 08:21:30,EASY RUN,7.58,587.0,0 days 00:45:56,136.0,157.0,3.0,6:04,5:13,79.0,73.0,0.96,7910.0,30.0,00:03:23.4,34.0,,,,00:45:41,00:45:56,42.0,80.0,2022,6,June,2022-06,08:21,Tuesday,False,2.0,127,8
Running,2022-07-01 13:17:42,FREE RUN,6.35,482.0,0 days 00:37:49,136.0,152.0,2.7,5:57,5:10,64.0,62.0,0.97,6496.0,34.0,00:02:07.7,35.0,,,,00:37:36,00:38:08,45.0,79.0,2022,7,July,2022-07,13:17,Friday,False,3.0,128,13
Running,2022-07-02 10:47:17,FREE RUN,6.83,537.0,0 days 00:39:53,141.0,175.0,2.9,5:51,3:46,111.0,105.0,1.00,6852.0,31.0,00:04:11.6,36.0,,,,00:39:13,01:03:15,1.0,54.0,2022,7,July,2022-07,10:47,Saturday,True,1.0,128,10
Running,2022-07-04 21:39:38,FREE RUN,7.46,544.0,0 days 00:40:47,138.0,155.0,3.1,5:28,4:35,80.0,71.0,1.06,7036.0,30.0,00:02:18.6,33.0,,,,00:40:39,00:41:03,42.0,80.0,2022,7,July,2022-07,21:39,Monday,False,2.0,129,21
Running,2022-07-06 08:59:57,Eleftherio-Kordelio - Intervals 3x100/150m,7.2,531.0,0 days 00:47:48,133.0,155.0,2.7,6:38,1:42,75.0,72.0,1.01,7048.0,31.0,00:00:16.8,34.0,,,,00:47:25,00:47:48,40.0,81.0,2022,7,July,2022-07,08:59,Wednesday,False,2.0,130,8
Trail Running,2022-07-10 10:29:22,2nd LIVADI TRAIL - RACE,21.51,1933.0,0 days 02:16:14,164.0,183.0,5.0,6:20,3:31,805.0,801.0,1.01,21444.0,25.0,00:03:47.5,32.0,,,,02:11:00,02:16:14,646.0,976.0,2022,7,July,2022-07,10:29,Sunday,True,4.0,131,10
Running,2022-07-12 18:15:01,EASY RUN,7.24,530.0,0 days 00:41:34,131.0,151.0,2.7,5:44,4:52,13.0,14.0,1.04,7000.0,31.0,00:01:27.0,34.0,,,,00:40:45,00:43:01,3.0,13.0,2022,7,July,2022-07,18:15,Tuesday,False,2.0,132,18
Running,2022-07-14 18:09:43,8x400m @ 4:30,9.05,687.0,0 days 00:50:34,147.0,172.0,3.4,5:35,4:05,102.0,92.0,1.04,8696.0,31.0,00:00:16.4,35.0,,,,00:50:29,00:50:34,42.0,84.0,2022,7,July,2022-07,18:09,Thursday,False,2.0,133,18
Running,2022-07-16 08:56:10,RUN - 30 MIN,5.16,391.0,0 days 00:30:01,136.0,151.0,2.6,5:49,5:03,68.0,63.0,1.01,5120.0,31.0,00:01:06.7,34.0,,,,00:30:00,00:30:01,236.0,281.0,2022,7,July,2022-07,08:56,Saturday,True,2.0,134,8
