Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Steps,Min Temp,Best Lap Time,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Year,Month,Month_Name,Year_Month,Time_of_the_day,Day_of_Week,is_weekend,date_diff,Streak,Hour
Running,2021-11-11 07:16:13,FREE RUN,8.38,660.0,0 days 00:46:02,143.0,177.0,3.1,5:30,4:43,94.0,95.0,1.04,8018.0,13.0,00:02:10.9,22.0,,,,00:46:00,00:46:02,47.0,82.0,2021,11,November,2021-11,07:16,Thursday,False,1.0,84,7
Running,2021-11-12 07:18:39,FREE RUN,7.13,570.0,0 days 00:38:12,143.0,161.0,3.2,5:21,4:46,65.0,66.0,1.07,6654.0,13.0,00:00:42.5,24.0,,,,00:38:08,00:38:50,44.0,80.0,2021,11,November,2021-11,07:18,Friday,False,1.0,84,7
Running,2021-11-13 09:39:20,RUN - 20K,20.0,1562.0,0 days 01:48:11,146.0,166.0,4.1,5:25,4:38,24.0,20.0,1.05,19004.0,19.0,00:05:04.3,25.0,,,,01:48:06,01:51:18,4.0,9.0,2021,11,November,2021-11,09:39,Saturday,True,1.0,84,9
Running,2021-11-14 10:38:19,RUN - 5K,5.0,378.0,0 days 00:29:44,126.0,138.0,2.2,5:57,5:24,9.0,2.0,0.97,5162.0,19.0,00:00:01.6,24.0,,,,00:29:42,00:29:44,1.0,8.0,2021,11,November,2021-11,10:38,Sunday,True,1.0,84,10
Running,2021-11-15 07:31:17,FREE RUN,6.28,474.0,0 days 00:35:57,133.0,143.0,2.5,5:44,4:57,66.0,69.0,1.01,6246.0,18.0,00:01:38.1,25.0,,,,00:35:47,00:36:32,44.0,79.0,2021,11,November,2021-11,07:31,Monday,False,1.0,84,7
Running,2021-11-16 07:36:35,FREE RUN,7.39,562.0,0 days 00:39:56,137.0,152.0,3.0,5:24,4:46,74.0,73.0,1.06,6968.0,17.0,00:02:06.5,25.0,,,,00:39:54,00:39:59,46.0,80.0,2021,11,November,2021-11,07:36,Tuesday,False,1.0,84,7
Running,2021-11-17 07:35:08,FREE RUN,5.68,450.0,0 days 00:32:03,140.0,156.0,2.8,5:38,4:54,61.0,60.0,1.02,5536.0,18.0,00:03:37.7,25.0,,,,00:32:00,00:32:03,45.0,79.0,2021,11,November,2021-11,07:35,Wednesday,False,1.0,84,7
Running,2021-11-18 07:25:15,FREE RUN,7.43,578.0,0 days 00:39:55,140.0,156.0,3.0,5:22,4:41,70.0,73.0,1.07,6974.0,14.0,00:02:21.6,24.0,,,,00:39:46,00:40:27,43.0,80.0,2021,11,November,2021-11,07:25,Thursday,False,1.0,84,7
Running,2021-11-19 18:33:47,FREE RUN,10.15,779.0,0 days 00:56:30,138.0,165.0,3.0,5:34,4:50,106.0,121.0,1.05,9608.0,16.0,00:00:50.7,25.0,,,,00:56:21,00:57:26,35.0,83.0,2021,11,November,2021-11,18:33,Friday,False,1.0,84,18
Running,2021-11-20 07:56:14,FREE RUN,5.69,434.0,0 days 00:31:40,136.0,155.0,2.5,5:34,4:44,76.0,69.0,1.00,5640.0,16.0,00:03:53.2,25.0,,,,00:31:39,00:31:40,34.0,82.0,2021,11,November,2021-11,07:56,Saturday,True,1.0,84,7
Running,2021-11-21 19:29:43,FREE RUN,6.82,533.0,0 days 00:36:09,142.0,156.0,3.0,5:18,4:45,72.0,67.0,1.08,6334.0,19.0,00:04:14.5,27.0,,,,00:36:06,00:36:09,47.0,81.0,2021,11,November,2021-11,19:29,Sunday,True,1.0,84,19
Running,2021-11-22 07:35:02,FREE RUN,5.5,419.0,0 days 00:32:36,123.0,144.0,2.1,5:55,5:10,61.0,65.0,0.98,5594.0,16.0,00:02:54.6,25.0,,,,00:32:35,00:32:36,36.0,80.0,2021,11,November,2021-11,07:35,Monday,False,1.0,84,7
Running,2021-11-23 07:39:24,FREE RUN,6.75,527.0,0 days 00:38:20,135.0,153.0,2.5,5:41,5:05,70.0,71.0,1.01,6690.0,18.0,00:04:01.7,25.0,,,,00:38:17,00:38:20,45.0,79.0,2021,11,November,2021-11,07:39,Tuesday,False,1.0,84,7
Running,2021-11-24 07:24:31,FREE RUN,6.88,542.0,0 days 00:39:40,135.0,159.0,2.7,5:46,5:05,74.0,83.0,1.00,6888.0,16.0,00:04:40.7,24.0,,,,00:39:38,00:39:44,40.0,81.0,2021,11,November,2021-11,07:24,Wednesday,False,1.0,84,7
Running,2021-11-25 07:39:28,FREE RUN,6.16,471.0,0 days 00:35:20,134.0,146.0,2.5,5:44,5:04,64.0,75.0,1.00,6138.0,15.0,00:00:46.5,24.0,,,,00:35:13,00:35:20,37.0,79.0,2021,11,November,2021-11,07:39,Thursday,False,1.0,84,7
Running,2021-11-26 07:47:59,FREE RUN,5.23,407.0,0 days 00:31:15,134.0,157.0,2.3,5:58,5:04,63.0,62.0,0.97,5394.0,13.0,00:01:14.6,28.0,,,,00:31:12,00:31:15,40.0,82.0,2021,11,November,2021-11,07:47,Friday,False,1.0,84,7
Running,2021-11-27 08:50:54,FREE RUN,5.77,452.0,0 days 00:32:16,134.0,150.0,2.7,5:35,5:00,59.0,56.0,1.01,5672.0,16.0,00:04:16.7,25.0,,,,00:32:13,00:32:39,46.0,81.0,2021,11,November,2021-11,08:50,Saturday,True,1.0,84,8
Trail Running,2021-11-28 09:05:00,6th SIZATHLOS SEIH SOU - RACE,28.04,2611.0,0 days 02:49:19,168.0,183.0,5.0,6:02,3:09,1121.0,1115.0,1.06,27172.0,17.0,00:00:53.6,27.0,,,,02:46:34,02:49:19,105.0,531.0,2021,11,November,2021-11,09:05,Sunday,True,1.0,84,9
Running,2021-11-29 07:19:03,FREE RUN,2.51,199.0,0 days 00:19:45,114.0,125.0,0.9,7:51,6:07,40.0,16.0,0.79,3164.0,19.0,00:04:02.8,25.0,,,,00:19:44,00:19:45,47.0,79.0,2021,11,November,2021-11,07:19,Monday,False,1.0,84,7
Running,2021-11-30 07:22:41,FREE RUN,4.57,365.0,0 days 00:28:08,128.0,142.0,2.2,6:09,5:12,87.0,87.0,0.94,4866.0,11.0,00:03:29.2,21.0,,,,00:28:06,00:28:08,40.0,76.0,2021,11,November,2021-11,07:22,Tuesday,False,1.0,84,7
Running,2021-12-01 07:31:29,FREE RUN,7.54,622.0,0 days 00:42:58,141.0,166.0,3.0,5:42,4:57,79.0,81.0,1.00,7534.0,9.0,00:03:07.0,22.0,,,,00:42:49,00:43:31,38.0,75.0,2021,12,December,2021-12,07:31,Wednesday,False,1.0,84,7
Running,2021-12-02 07:40:11,FREE RUN,6.68,535.0,0 days 00:36:03,141.0,159.0,3.0,5:24,4:29,75.0,71.0,1.03,6434.0,12.0,00:03:24.6,22.0,,,,00:36:01,00:36:03,47.0,82.0,2021,12,December,2021-12,07:40,Thursday,False,1.0,84,7
Running,2021-12-03 07:42:57,FREE RUN,7.42,571.0,0 days 00:38:12,142.0,157.0,3.0,5:09,4:30,78.0,77.0,1.07,6886.0,15.0,00:02:10.8,23.0,,,,00:38:11,00:38:12,46.0,80.0,2021,12,December,2021-12,07:42,Friday,False,1.0,84,7
Running,2021-12-04 11:10:54,FREE RUN,12.27,943.0,0 days 01:03:11,148.0,160.0,3.4,5:09,4:44,27.0,27.0,1.08,11370.0,18.0,00:01:23.4,27.0,,,,01:03:02,01:04:01,-2.0,4.0,2021,12,December,2021-12,11:10,Saturday,True,1.0,84,11
Running,2021-12-05 11:11:56,FREE RUN,9.6,729.0,0 days 00:50:56,140.0,161.0,3.0,5:18,4:49,10.0,7.0,1.06,9058.0,18.0,00:03:04.0,26.0,,,,00:50:53,00:51:16,2.0,7.0,2021,12,December,2021-12,11:11,Sunday,True,1.0,84,11
Running,2021-12-06 07:36:25,FREE RUN,5.7,434.0,0 days 00:31:56,132.0,143.0,2.4,5:36,4:42,58.0,64.0,1.02,5578.0,17.0,00:03:36.1,25.0,,,,00:31:21,00:32:14,44.0,80.0,2021,12,December,2021-12,07:36,Monday,False,1.0,84,7
Running,2021-12-07 07:21:55,FREE RUN,8.72,701.0,0 days 00:47:12,138.0,162.0,3.2,5:25,4:32,92.0,93.0,1.04,8346.0,15.0,00:03:40.6,25.0,,,,00:47:09,00:47:12,46.0,80.0,2021,12,December,2021-12,07:21,Tuesday,False,1.0,84,7
Running,2021-12-08 07:17:21,FREE RUN,7.54,639.0,0 days 00:40:48,159.0,184.0,3.2,5:25,4:49,133.0,136.0,1.04,7212.0,9.0,00:02:46.0,21.0,,,,00:40:46,00:41:10,41.0,83.0,2021,12,December,2021-12,07:17,Wednesday,False,1.0,84,7
Running,2021-12-09 07:11:01,FREE RUN,7.47,591.0,0 days 00:39:53,141.0,155.0,3.0,5:20,4:39,73.0,81.0,1.06,6996.0,13.0,00:02:34.0,21.0,,,,00:39:50,00:39:53,39.0,81.0,2021,12,December,2021-12,07:11,Thursday,False,1.0,84,7
Running,2021-12-10 07:22:13,FREE RUN,5.51,422.0,0 days 00:32:12,129.0,150.0,2.2,5:51,5:11,58.0,68.0,0.99,5588.0,17.0,00:03:06.6,24.0,,,,00:32:10,00:32:12,40.0,81.0,2021,12,December,2021-12,07:22,Friday,False,1.0,84,7
Running,2021-12-11 09:44:46,FREE RUN,10.57,866.0,0 days 00:56:16,153.0,166.0,3.3,5:19,4:35,121.0,121.0,1.06,9986.0,21.0,00:02:56.9,27.0,,,,00:56:13,00:56:16,45.0,81.0,2021,12,December,2021-12,09:44,Saturday,True,1.0,84,9
Running,2021-12-12 20:12:34,FREE RUN,13.13,1034.0,0 days 01:10:35,141.0,161.0,3.4,5:23,4:27,130.0,132.0,1.05,12500.0,13.0,00:00:38.8,24.0,,,,01:10:10,01:12:02,45.0,79.0,2021,12,December,2021-12,20:12,Sunday,True,1.0,84,20
Running,2021-12-13 07:19:29,FREE RUN,6.69,528.0,0 days 00:38:26,135.0,151.0,2.6,5:45,4:54,96.0,92.0,0.97,6832.0,11.0,00:03:39.1,20.0,,,,00:38:19,00:38:35,45.0,81.0,2021,12,December,2021-12,07:19,Monday,False,1.0,84,7
Running,2021-12-14 07:34:05,FREE RUN,6.96,538.0,0 days 00:40:09,133.0,152.0,2.5,5:46,4:44,81.0,88.0,0.99,7048.0,16.0,00:05:01.2,24.0,,,,00:40:03,00:40:15,40.0,79.0,2021,12,December,2021-12,07:34,Tuesday,False,1.0,84,7
Running,2021-12-15 07:49:39,FREE RUN,7.48,594.0,0 days 00:40:54,141.0,164.0,2.9,5:28,5:03,94.0,103.0,1.04,7164.0,13.0,00:02:41.3,21.0,,,,00:40:47,00:42:30,39.0,80.0,2021,12,December,2021-12,07:49,Wednesday,False,1.0,84,7
Running,2021-12-16 07:28:53,FREE RUN,7.51,583.0,0 days 00:38:15,148.0,187.0,3.1,5:06,3:50,81.0,86.0,1.10,6832.0,10.0,00:02:26.9,19.0,,,,00:38:12,00:38:15,46.0,84.0,2021,12,December,2021-12,07:28,Thursday,False,1.0,84,7
Running,2021-12-17 07:47:24,FREE RUN,5.0,391.0,0 days 00:26:52,135.0,157.0,2.6,5:22,4:24,58.0,64.0,1.05,4742.0,14.0,00:00:01.5,24.0,,,,00:26:43,00:26:52,38.0,81.0,2021,12,December,2021-12,07:47,Friday,False,1.0,84,7
Running,2021-12-18 08:43:04,FREE RUN,12.31,950.0,0 days 01:02:10,149.0,166.0,3.4,5:03,4:08,17.0,50.0,1.13,10952.0,15.0,00:01:32.1,26.0,,,,01:01:56,01:04:19,3.0,37.0,2021,12,December,2021-12,08:43,Saturday,True,1.0,84,8
Running,2021-12-19 20:24:59,FREE RUN,7.6,622.0,0 days 00:39:54,150.0,174.0,3.2,5:15,4:37,82.0,86.0,1.07,7056.0,11.0,00:03:07.4,24.0,,,,00:39:53,00:39:54,46.0,84.0,2021,12,December,2021-12,20:24,Sunday,True,1.0,84,20
Running,2021-12-20 07:40:27,FREE RUN,6.74,523.0,0 days 00:36:00,137.0,161.0,2.7,5:20,4:25,80.0,83.0,1.05,6360.0,14.0,00:03:35.9,23.0,,,,00:35:57,00:36:19,45.0,82.0,2021,12,December,2021-12,07:40,Monday,False,1.0,84,7
Running,2021-12-21 07:53:44,FREE RUN,6.88,530.0,0 days 00:37:53,134.0,156.0,2.5,5:31,4:55,70.0,79.0,1.03,6656.0,10.0,00:04:33.8,21.0,,,,00:37:48,00:38:00,41.0,80.0,2021,12,December,2021-12,07:53,Tuesday,False,1.0,84,7
Running,2021-12-22 07:27:08,FREE RUN,6.89,528.0,0 days 00:38:13,130.0,148.0,2.5,5:33,4:40,72.0,71.0,1.03,6688.0,9.0,00:04:41.6,21.0,,,,00:38:10,00:38:13,47.0,82.0,2021,12,December,2021-12,07:27,Wednesday,False,1.0,84,7
Running,2021-12-23 07:41:05,FREE RUN,5.0,392.0,0 days 00:27:37,136.0,157.0,2.3,5:31,4:44,55.0,75.0,1.02,4896.0,10.0,00:00:00.4,20.0,,,,00:27:36,00:27:37,32.0,82.0,2021,12,December,2021-12,07:41,Thursday,False,1.0,84,7
Running,2021-12-24 08:21:14,FREE RUN,7.81,590.0,0 days 00:41:21,135.0,154.0,2.7,5:18,4:43,86.0,88.0,1.05,7372.0,14.0,00:03:58.3,24.0,,,,00:41:20,00:41:21,41.0,82.0,2021,12,December,2021-12,08:21,Friday,False,1.0,84,8
Running,2021-12-25 09:15:29,FREE RUN,13.24,1035.0,0 days 01:11:56,142.0,172.0,3.1,5:26,4:16,154.0,156.0,1.04,12712.0,16.0,00:01:06.7,25.0,,,,01:11:39,01:13:11,8.0,56.0,2021,12,December,2021-12,09:15,Saturday,True,1.0,84,9
Running,2021-12-26 08:45:17,FREE RUN,5.81,450.0,0 days 00:31:03,134.0,159.0,2.7,5:21,3:48,86.0,84.0,1.06,5478.0,16.0,00:04:16.6,26.0,,,,00:30:52,00:31:32,13.0,56.0,2021,12,December,2021-12,08:45,Sunday,True,1.0,84,8
Running,2021-12-27 09:35:03,FREE RUN,10.0,845.0,0 days 00:53:42,150.0,165.0,3.5,5:22,2:46,186.0,195.0,1.06,9442.0,20.0,00:04:40.5,27.0,,,,00:53:40,00:54:16,3.0,55.0,2021,12,December,2021-12,09:35,Monday,False,1.0,84,9
Running,2021-12-28 07:27:43,FREE RUN,7.68,574.0,0 days 00:42:49,130.0,148.0,2.4,5:35,4:33,79.0,92.0,1.02,7560.0,12.0,00:03:26.8,25.0,,,,00:42:37,00:42:55,40.0,81.0,2021,12,December,2021-12,07:27,Tuesday,False,1.0,84,7
Running,2021-12-29 17:39:00,RUN - 30 MIN,5.33,439.0,0 days 00:30:00,144.0,158.0,2.6,5:38,4:38,67.0,54.0,1.03,5198.0,19.0,00:01:51.5,28.0,,,,00:29:59,00:30:01,39.0,82.0,2021,12,December,2021-12,17:39,Wednesday,False,1.0,84,17
Running,2021-12-30 19:31:00,RUN - 30 MIN,5.26,443.0,0 days 00:30:00,145.0,158.0,2.7,5:42,4:55,67.0,59.0,1.00,5252.0,19.0,00:01:30.2,28.0,,,,00:29:58,00:30:01,39.0,81.0,2021,12,December,2021-12,19:31,Thursday,False,1.0,84,19
Running,2021-12-31 19:14:59,FREE RUN,7.22,585.0,0 days 00:40:57,144.0,160.0,2.9,5:40,4:36,80.0,83.0,1.03,7028.0,17.0,00:01:10.0,27.0,,,,00:40:54,00:42:20,42.0,82.0,2021,12,December,2021-12,19:14,Friday,False,1.0,84,19
Running,2022-01-01 20:31:11,FREE RUN,11.21,897.0,0 days 01:01:02,147.0,168.0,3.4,5:27,4:47,128.0,132.0,1.06,10528.0,20.0,00:01:03.7,27.0,,,,01:00:58,01:01:02,40.0,82.0,2022,1,January,2022-01,20:31,Saturday,True,1.0,84,20
Running,2022-01-02 19:25:14,FREE RUN,7.3,561.0,0 days 00:36:57,147.0,163.0,3.1,5:04,4:08,76.0,86.0,1.14,6394.0,18.0,00:01:26.5,25.0,,,,00:36:55,00:36:57,35.0,81.0,2022,1,January,2022-01,19:25,Sunday,True,1.0,84,19
Running,2022-01-03 07:07:29,FREE RUN,7.08,544.0,0 days 00:38:45,136.0,157.0,2.8,5:28,4:50,84.0,81.0,1.03,6830.0,12.0,00:00:23.9,27.0,,,,00:38:33,00:39:04,39.0,80.0,2022,1,January,2022-01,07:07,Monday,False,1.0,84,7
Running,2022-01-04 19:55:49,FREE RUN,7.59,614.0,0 days 00:46:34,137.0,157.0,2.5,6:08,5:15,77.0,88.0,0.96,7908.0,15.0,00:03:31.2,24.0,,,,00:46:32,00:46:34,40.0,81.0,2022,1,January,2022-01,19:55,Tuesday,False,1.0,84,19
Running,2022-01-05 06:59:19,FREE RUN,7.7,604.0,0 days 00:44:52,135.0,156.0,2.7,5:50,4:54,81.0,86.0,1.00,7638.0,12.0,00:03:46.1,22.0,,,,00:44:50,00:45:46,46.0,82.0,2022,1,January,2022-01,06:59,Wednesday,False,1.0,84,6
Running,2022-01-06 10:23:13,FREE RUN,6.78,547.0,0 days 00:37:01,144.0,165.0,3.0,5:27,4:27,68.0,75.0,1.07,6372.0,17.0,00:03:53.5,24.0,,,,00:36:51,00:37:53,40.0,79.0,2022,1,January,2022-01,10:23,Thursday,False,1.0,84,10
Running,2022-01-07 18:02:28,FREE RUN,7.87,615.0,0 days 00:43:18,140.0,153.0,3.0,5:30,4:53,76.0,78.0,1.07,7342.0,16.0,00:04:41.4,25.0,,,,00:43:15,00:43:18,46.0,81.0,2022,1,January,2022-01,18:02,Friday,False,1.0,84,18
Running,2022-01-08 09:08:18,TRAIL RUN - OREOKASTRO,12.0,1012.0,0 days 01:09:14,152.0,183.0,3.5,5:46,3:38,400.0,407.0,1.04,11722.0,13.0,00:04:28.6,23.0,,,,01:08:37,01:13:00,238.0,480.0,2022,1,January,2022-01,09:08,Saturday,True,1.0,84,9
Running,2022-01-09 09:49:09,FREE RUN,7.62,589.0,0 days 00:41:27,138.0,159.0,2.9,5:26,4:43,81.0,87.0,1.06,7178.0,14.0,00:03:09.9,23.0,,,,00:41:22,00:41:44,42.0,80.0,2022,1,January,2022-01,09:49,Sunday,True,1.0,84,9
Running,2022-01-10 17:51:36,FREE RUN,10.77,854.0,0 days 00:57:27,143.0,162.0,3.3,5:20,4:26,105.0,112.0,1.10,9798.0,15.0,00:03:47.0,23.0,,,,00:57:26,00:57:27,42.0,79.0,2022,1,January,2022-01,17:51,Monday,False,1.0,84,17
Running,2022-01-11 21:07:07,FREE RUN,5.38,421.0,0 days 00:27:22,144.0,158.0,2.9,5:05,4:23,70.0,65.0,1.13,4758.0,13.0,00:01:56.8,26.0,,,,00:27:20,00:27:22,39.0,82.0,2022,1,January,2022-01,21:07,Tuesday,False,1.0,84,21
Running,2022-01-12 07:01:00,FREE RUN,7.48,585.0,0 days 00:40:00,144.0,157.0,3.1,5:21,4:45,74.0,61.0,1.07,5324.0,10.0,00:03:38.5,23.0,,,,00:30:32,00:40:28,46.0,81.0,2022,1,January,2022-01,07:01,Wednesday,False,1.0,84,7
Running,2022-01-13 17:54:58,FREE RUN,8.09,639.0,0 days 00:39:42,147.0,162.0,3.3,4:55,4:11,101.0,96.0,1.16,6986.0,6.0,00:00:25.9,21.0,,,,00:39:33,00:39:58,46.0,87.0,2022,1,January,2022-01,17:54,Thursday,False,1.0,84,17
Running,2022-01-14 18:21:52,FREE RUN,7.74,610.0,0 days 00:39:46,146.0,161.0,3.1,5:08,4:27,86.0,81.0,1.12,6880.0,12.0,00:03:50.0,22.0,,,,00:39:44,00:41:28,44.0,81.0,2022,1,January,2022-01,18:21,Friday,False,1.0,84,18
Running,2022-01-15 11:23:05,FREE RUN,7.7,617.0,0 days 00:40:33,142.0,158.0,3.2,5:16,4:43,97.0,103.0,1.07,7180.0,17.0,00:03:34.1,25.0,,,,00:40:30,00:40:54,42.0,82.0,2022,1,January,2022-01,11:23,Saturday,True,1.0,84,11
Trail Running,2022-01-16 10:54:33,TRAIL RUN - OREOKASTRO,15.0,1261.0,0 days 01:29:20,150.0,177.0,3.7,5:57,2:41,607.0,606.0,1.07,14488.0,14.0,00:03:38.2,24.0,,,,01:27:15,01:38:43,235.0,479.0,2022,1,January,2022-01,10:54,Sunday,True,1.0,84,10
Running,2022-01-17 07:16:07,RUN - 5K,5.0,410.0,0 days 00:28:09,146.0,172.0,2.6,5:38,4:19,58.0,63.0,1.03,4856.0,10.0,00:05:03.2,23.0,,,,00:28:03,00:28:12,40.0,83.0,2022,1,January,2022-01,07:16,Monday,False,1.0,84,7
Running,2022-01-18 07:19:33,FREE RUN,7.07,558.0,0 days 00:38:15,143.0,162.0,2.9,5:25,4:07,85.0,93.0,1.05,6704.0,13.0,00:00:16.9,24.0,,,,00:38:13,00:38:15,36.0,80.0,2022,1,January,2022-01,07:19,Tuesday,False,1.0,84,7
Running,2022-01-19 17:34:55,FREE RUN,7.01,545.0,0 days 00:35:25,146.0,164.0,3.1,5:03,4:27,80.0,60.0,1.13,6182.0,13.0,00:00:02.5,25.0,,,,00:35:15,00:35:50,39.0,83.0,2022,1,January,2022-01,17:34,Wednesday,False,1.0,84,17
Running,2022-01-20 18:31:10,FREE RUN,8.39,647.0,0 days 00:44:42,140.0,158.0,2.9,5:20,4:33,85.0,89.0,1.08,7746.0,12.0,00:01:55.0,25.0,,,,00:44:35,00:45:05,42.0,81.0,2022,1,January,2022-01,18:31,Thursday,False,1.0,84,18
Running,2022-01-21 07:32:57,FREE RUN,6.9,540.0,0 days 00:39:07,137.0,166.0,2.5,5:40,4:49,75.0,82.0,1.01,6830.0,10.0,00:04:44.7,23.0,,,,00:38:58,00:39:25,39.0,80.0,2022,1,January,2022-01,07:32,Friday,False,1.0,84,7
Running,2022-01-22 10:15:45,RUN - 1 HOUR,11.3,873.0,0 days 01:00:00,143.0,181.0,3.2,5:19,4:24,88.0,82.0,1.08,10498.0,9.0,00:01:34.4,21.0,,,,00:59:45,01:03:54,1.0,19.0,2022,1,January,2022-01,10:15,Saturday,True,1.0,84,10
Trail Running,2022-01-23 09:11:01,TRAIL RUN - OREOKASTRO,16.36,1479.0,0 days 01:33:23,162.0,194.0,4.2,5:43,3:39,579.0,596.0,1.02,15982.0,4.0,00:01:36.6,15.0,,,,01:33:10,01:35:55,234.0,510.0,2022,1,January,2022-01,09:11,Sunday,True,1.0,84,9
Running,2022-01-24 17:51:55,RUN - 5K,5.0,392.0,0 days 00:24:48,143.0,162.0,2.9,4:58,4:10,68.0,68.0,1.14,4392.0,11.0,00:00:00.4,24.0,,,,00:24:46,00:24:48,41.0,84.0,2022,1,January,2022-01,17:51,Monday,False,1.0,84,17
Running,2022-01-25 08:07:32,RUN - 30 MIN,5.75,440.0,0 days 00:30:00,139.0,159.0,2.6,5:13,4:28,77.0,69.0,1.06,5384.0,11.0,00:03:42.0,23.0,,,,00:29:55,00:30:19,45.0,84.0,2022,1,January,2022-01,08:07,Tuesday,False,1.0,84,8
Running,2022-01-26 08:44:45,FREE RUN,7.66,594.0,0 days 00:39:47,140.0,155.0,2.9,5:12,4:27,84.0,73.0,1.07,7100.0,10.0,00:03:06.8,24.0,,,,00:39:44,00:39:47,42.0,82.0,2022,1,January,2022-01,08:44,Wednesday,False,1.0,84,8
Running,2022-01-27 08:25:29,FREE RUN,7.14,582.0,0 days 00:38:25,143.0,169.0,3.0,5:23,4:03,91.0,73.0,1.05,6796.0,12.0,00:00:48.9,25.0,,,,00:38:11,00:38:34,170.0,213.0,2022,1,January,2022-01,08:25,Thursday,False,1.0,84,8
Running,2022-01-28 06:57:57,FREE RUN,6.06,486.0,0 days 00:34:54,139.0,157.0,2.5,5:45,4:34,135.0,135.0,0.99,6114.0,11.0,00:00:18.7,26.0,,,,00:34:50,00:35:19,195.0,331.0,2022,1,January,2022-01,06:57,Friday,False,1.0,84,6
Running,2022-01-29 07:19:03,FREE RUN,8.1,646.0,0 days 00:44:16,141.0,165.0,3.0,5:28,4:27,73.0,76.0,1.04,7752.0,12.0,00:00:30.9,22.0,,,,00:44:08,00:44:28,264.0,278.0,2022,1,January,2022-01,07:19,Saturday,True,1.0,84,7
Running,2022-01-30 08:04:51,RUN - 30 MIN,5.16,386.0,0 days 00:30:00,126.0,151.0,2.1,5:49,5:10,27.0,24.0,0.97,5278.0,16.0,00:00:55.3,28.0,,,,00:30:00,00:30:18,198.0,207.0,2022,1,January,2022-01,08:04,Sunday,True,1.0,84,8
Running,2022-01-31 07:58:58,RUN - 30 MIN,4.97,385.0,0 days 00:30:00,123.0,141.0,2.1,6:02,5:14,20.0,25.0,0.95,5198.0,17.0,00:05:42.4,25.0,,,,00:29:58,00:30:00,193.0,212.0,2022,1,January,2022-01,07:58,Monday,False,1.0,84,7
Running,2022-02-01 07:33:46,RUN - 5K,5.0,391.0,0 days 00:27:43,131.0,149.0,2.4,5:33,4:48,25.0,25.0,1.01,4936.0,18.0,00:05:10.5,26.0,,,,00:27:42,00:27:43,196.0,214.0,2022,2,February,2022-02,07:33,Tuesday,False,1.0,84,7
Running,2022-02-02 19:41:57,FREE RUN,6.93,545.0,0 days 00:36:28,144.0,159.0,2.9,5:16,4:29,75.0,79.0,1.07,6472.0,14.0,00:04:36.8,25.0,,,,00:36:21,00:38:07,41.0,82.0,2022,2,February,2022-02,19:41,Wednesday,False,1.0,84,19
Running,2022-02-03 20:20:19,FREE RUN,9.4,751.0,0 days 00:50:31,145.0,162.0,3.1,5:22,4:09,128.0,121.0,1.04,9052.0,10.0,00:02:31.0,24.0,,,,00:50:15,00:51:30,44.0,81.0,2022,2,February,2022-02,20:20,Thursday,False,1.0,84,20
Running,2022-02-04 07:35:41,RUN / WALK - ATG,3.78,275.0,0 days 00:33:23,104.0,131.0,1.1,8:49,6:00,46.0,53.0,0.86,4500.0,12.0,00:06:57.1,22.0,,,,00:33:21,00:33:23,32.0,73.0,2022,2,February,2022-02,07:35,Friday,False,1.0,84,7
Running,2022-02-05 18:10:29,FREE RUN - ATG,4.48,341.0,0 days 00:23:48,138.0,151.0,2.4,5:18,4:34,43.0,58.0,1.08,4172.0,17.0,00:02:25.8,25.0,,,,00:23:46,00:23:48,32.0,75.0,2022,2,February,2022-02,18:10,Saturday,True,1.0,84,18
Running,2022-02-06 11:19:33,FREE RUN - ATG,6.36,506.0,0 days 00:36:21,139.0,159.0,2.6,5:43,4:55,61.0,62.0,1.00,6376.0,19.0,00:01:48.5,26.0,,,,00:36:14,00:37:08,45.0,79.0,2022,2,February,2022-02,11:19,Sunday,True,1.0,84,11
Running,2022-02-07 07:04:28,FREE RUN - ATG,6.19,509.0,0 days 00:35:12,148.0,188.0,3.0,5:41,5:13,64.0,64.0,1.00,6180.0,14.0,00:01:03.6,24.0,,,,00:35:10,00:35:12,46.0,81.0,2022,2,February,2022-02,07:04,Monday,False,1.0,84,7
Running,2022-02-08 07:15:27,RUN / WALK - ATG,4.22,328.0,0 days 00:25:34,131.0,146.0,2.2,6:04,4:59,72.0,76.0,0.98,4286.0,13.0,00:01:45.7,21.0,,,,00:25:33,00:25:39,45.0,82.0,2022,2,February,2022-02,07:15,Tuesday,False,1.0,84,7
Running,2022-02-09 07:18:03,RUN - 5K - ATG,5.0,404.0,0 days 00:29:34,131.0,151.0,2.3,5:55,4:53,56.0,60.0,0.97,5166.0,13.0,00:05:40.0,23.0,,,,00:29:33,00:29:34,37.0,83.0,2022,2,February,2022-02,07:18,Wednesday,False,1.0,84,7
Running,2022-02-10 07:11:45,RUN / WALK - ATG,5.35,415.0,0 days 00:40:17,115.0,143.0,2.1,7:31,5:20,64.0,61.0,0.89,6000.0,16.0,00:03:18.6,25.0,,,,00:40:16,00:40:17,45.0,79.0,2022,2,February,2022-02,07:11,Thursday,False,1.0,84,7
